Season,Episode,Speaker,Line
3,6,jesse,go easy
3,6,badger,okay riverdance
3,6,jesse,hey hey stop marking up my floor dumbass come on
3,6,badger,bow before me i am lord of the dance shit i gotta try that again
3,6,jesse,yeah no i think youre good
3,6,badger,that is awesome jesse i feel like somebody took my brain out and boiled it in like boiling hot
3,6,skinny pete,its the bmb man seriously
3,6,badger,like anthrax
3,6,jesse,good so you ready to talk some business
3,6,skinny pete,you mean this is not like just recreational
3,6,jesse,i know what youre thinking trust me its not gonna be like it was all right never gonna be like it was
3,6,badger,hows that
3,6,jesse,we sell it safe all right we sell it smart we dont get greedy like before
3,6,skinny pete,i dont know man combo and all
3,6,badger,still mans gotta make his living if its like jesse says and were not greedy i mean i guess i can see it
3,6,skinny pete,had a good thing going before we started pushing our luck if it can go back to being like that
3,6,jesse,hey it will be step one we build inventory badger go see clovis get the rv in shape tuneup oil change brake lights and whatnot cops always pull you over for brake lights not us cautious
3,6,badger,right on you got it
3,6,jesse,you know that buzzer thing leave the key in the ignition it buzzes just have him put in one of those too skinny youre in charge of supplies ill get you a list
3,6,skinny pete,right on
3,6,jesse,yeah
3,6,badger,yeah
3,6,jesse,all right so we good
3,6,badger,yeah
3,6,jesse,good all right lets do this thing
3,6,hank,brandon mayhew i know you small world albuquerque
3,6,walter,wanna talk about it
3,6,walter jr,why its not like i get a vote
3,6,walter,you know ironically i think youre gonna see much more of me from now on
3,6,walter jr,sure
3,6,walter,well just as much of me at least im taking you to the school to and from every day
3,6,walter jr,what i dont get a vote in this either i gotta stop going with louis just because youre feeling guilty
3,6,walter,i do feel guilty i am the man that i am son and theres plenty that i would change about that but here we are and this is just what it is you know what call me crazy but im actually feeling very good about the future
3,6,gus,morning
3,6,gus,why theyre doing nothing wrong okay lets put this on table 33 okay
3,6,gale,hello there mr white i presume
3,6,walter,oh yes hi sorry ill be right down
3,6,gale,hi gale boetticher
3,6,walter,hi youre my new lab assistant i take it
3,6,gale,yes i am i suppose youll wanna hear my qualifications i have my resume here for you i received my bachelors degree from unm my masters from the university of colorado organic chemistry with a speciality inits all right there
3,6,walter,xray crystallography really i could talk about that for hours
3,6,gale,i would love to
3,6,walter,but first im curious about this
3,6,gale,thats a little pet project of mine see in my opinion its all about the quinic acid level you want just north of 4800 milligrams per liter but if you overboil to get there youll leach your tannins bitterness yuck so i pull a mild vacuum that way i can keep the temperature no higher than 92 degrees celsius andjudge for yourself
3,6,walter,oh my god my god that is the best coffee ive ever tasted
3,6,gale,sumatran beans and i also have to give credit to the grind but thank you mr white
3,6,walter,walt please call me walt why the hell are we making meth
3,6,gale,hey tell me with the phenylacetic acid solution you said 150 drops per minute for the first 10 minutes and then 90 for the remainder why is that
3,6,walter,well my thinking is by tapering the phenyl you get an oilier aqueous layer and hence
3,6,gale,better benzene extraction
3,6,walter,exactly but actually i prefer ether
3,6,gale,oh ill have it for tomorrow
3,6,walter,gale im wondering how you
3,6,gale,ended up here
3,6,walter,well actually im still wondering how i ended up here but yes i mean i cant imagine we strike each other as criminals
3,6,gale,well theres crime and then theres crime i suppose im definitely a libertarian consenting adults want what they want and if im not supplying it they will get it somewhere else with me theyre getting exactly what they pay for no added toxins or adulterants yeah i was doing it the way you are supposed to pursuing my doctorate at colorado nsf research grant i was on my way jumping through hoops kissing the proper behinds attending to all the nonchemistry that one finds oneself occupied by you know that world that is not what i signed on for i love the lab because its all still magic you know chemistry i mean once you lose that
3,6,walter,it is it is magic it still is
3,6,gale,and all the while i kept thinking about that great old whitman poem when i heard the learnd astronomer
3,6,walter,i dont know it
3,6,gale,anyway
3,6,walter,well can you recite it
3,6,gale,pathetically enough i could
3,6,walter,all right well no no come on come on yeah
3,6,gale,when i heard the learnd astronomer when the proofs the figures were ranged in columns before me when i was shown the charts and the diagrams to add divide and measure them when i sitting heard the astronomer where he lectured with much applause in the lectureroom how soon unaccountable i became tired and sick till rising and gliding out i wanderd off by myself in the mystical moist nightair and from time to time lookd up in perfect silence at the stars yes i am a nerd
3,6,walter,bravo
3,6,gale,thank you
3,6,hank,come on pinkman you little rat bastard get off your lazy ass and go break the law hey baby
3,6,marie,are you ever coming home
3,6,hank,marie im working
3,6,marie,did you find it the rv
3,6,hank,no working on it so
3,6,marie,why cant you just arrest him make him tell you
3,6,hank,its not simple theres a thing called the constitution
3,6,marie,constitution blah blah blah
3,6,hank,this kid i swear to god i wish i just could
3,6,marie,this is that pinkman character
3,6,hank,thats the one positive the little bastards got an rv i just dont know where he keeps it until he actually leads me to it or does something im stuck here marie so sorry
3,6,marie,well not to bring up ancient history but i for one can think of someone who might know something possibly its worth a shot
3,6,hank,yeah who
3,6,walter,hello
3,6,hank,oh hey buddy hey how you doing
3,6,walter,oh hey hank whats up
3,6,hank,listen i hate to bother you i just had a quick question
3,6,walter,shot
3,6,hank,i only ask this because im at a you know dead end here potentially im working a case and you know that i would never put you on the spot or make you uncomfortable
3,6,walter,hank you could just cut to the chase
3,6,hank,back when we lost you and i was trying to track you down through your student jesse pinkman now you know that i know that once upon a time he may have dealt you a little weed
